id1,id2,entity1,entity2,ent1type,ent2type,shortest_dependency_path_p,shortest_dependency_path_w,shortest_dependency_path_t,original_sentence,id_entities_pair,relation
40668,40669,Anfa,Léon l'Africain,organisation,personne,nsubj/ROOT,fondation/rester,NOUN/VERB,"La fondation d'Anfa reste un mystère et sujette à plusieurs points de vue, d'après Léon l'Africain, né en 1490, elle aurait été fondée par les Romains.",51110,
41439,41440,NBA,Michael Jordan,organisation,personne,amod,grand,ADJ,"Selon la BBC et la NBA, « Michael Jordan est le plus grand joueur de basket-ball de tous les temps ».",52087,
41589,41590,NBA,Michael Jordan,organisation,personne,nmod/ROOT,arrivée/faire,NOUN/VERB,"Dès son arrivée en NBA, Michael Jordan se fait rapidement remarquer avec une moyenne de 28,2 points par match à 51,5 % de tirs réussis lors de sa première saison, on n'avait pas vu une moyenne aussi haute pour un ' depuis Kareem Abdul-Jabbar en 1970.",52333,
41589,41591,NBA,Kareem Abdul-Jabbar,organisation,personne,nmod/ROOT/xcomp/conj/conj/dobj,arrivée/faire/remarquer/point/voir/moyenne,NOUN/VERB/VERB/NOUN/VERB/NOUN,"Dès son arrivée en NBA, Michael Jordan se fait rapidement remarquer avec une moyenne de 28,2 points par match à 51,5 % de tirs réussis lors de sa première saison, on n'avait pas vu une moyenne aussi haute pour un ' depuis Kareem Abdul-Jabbar en 1970.",52335,
41768,41769,NBA,David Robinson,organisation,personne,nmod,cinquantenaire,NOUN,"Sur les douze membres de l'équipe américaine envoyée en Espagne, dix sont en 1996 classés dans les « Meilleurs joueurs du cinquantenaire de la NBA » comme David Robinson, Larry Bird, Clyde Drexler, Scottie Pippen, Karl Malone ou encore Magic Johnson.",52549,
41992,41991,NBA,Michael Jordan,organisation,personne,nmod/ROOT,match/joueur,NOUN/NOUN,"Le, Michael Jordan devient le premier joueur de quarante ans à marquer 43 points dans un match de la NBA.",52822,
42190,42191,ESPN,Babe Ruth,organisation,personne,nmod,réseau de télévision,NOUN,"Il est nommé en 1999 meilleur athlète nord-américain du par le réseau de télévision ESPN devant Babe Ruth et Mohamed Ali lors d'un sondage auprès de journalistes, athlètes et autres personnalités du sport.",53069,
42203,42205,NBA,Dwyane Wade,organisation,personne,ROOT/acl:relcl/aux,vedette/déclarer/avoir,NOUN/VERB/AUX,"Plusieurs vedettes actuelles de la NBA, dont LeBron James et Dwyane Wade, ont déclaré qu'elles considéraient Michael Jordan  comme leur modèle.",53094,
42208,42209,NBA,Michael Jordan,organisation,personne,nmod/dobj,nombre/parallèle,NOUN/NOUN,"En outre, les journalistes sportifs font souvent le parallèle entre Michael Jordan et un certain nombre de jeunes joueurs à leur entrée dans la NBA, les appelant « le nouveau Michael Jordan », comme Penny Hardaway, Grant Hill, Kobe Bryant, LeBron James, Vince Carter et Dwyane Wade.",53102,
42208,42210,NBA,Penny Hardaway,organisation,personne,nmod/dobj/ROOT/parataxis/punct/amod,"nombre/parallèle/faire/appeler/""/nouveau",NOUN/NOUN/VERB/VERB/PUNCT/ADJ,"En outre, les journalistes sportifs font souvent le parallèle entre Michael Jordan et un certain nombre de jeunes joueurs à leur entrée dans la NBA, les appelant « le nouveau Michael Jordan », comme Penny Hardaway, Grant Hill, Kobe Bryant, LeBron James, Vince Carter et Dwyane Wade.",53109,
3207,3208,Seconde Guerre mondiale,Joseph Staline,organisation,personne,nmod/parataxis/ROOT/parataxis,fin/partir/c/impulsion,NOUN/VERB/PRON/NOUN,"C'est à partir de la fin de la Seconde Guerre mondiale, et principalement sous l'impulsion de Joseph Staline, que le terme de « démocratie populaire » entre réellement dans le vocabulaire politique courant.",3659,http://www.wikidata.org/prop/direct/P607
17521,17520,News Corporation,Rupert Murdoch,organisation,personne,ccomp/ROOT,diviser/annoncer,VERB/VERB,"En 2012, Rupert Murdoch annonce que News Corporation serait divisé en deux sociétés d'édition et de médias distinctes; une pour l'actualité News Corp, et la 21st Century Fox, pour exploiter la Fox Entertainment Group et la 20th Century Fox.",21911,http://www.wikidata.org/prop/direct/P169
17522,17520,News Corp,Rupert Murdoch,organisation,personne,amod/cc/nmod/ccomp/ROOT,distinct/et/société/diviser/annoncer,ADJ/CONJ/NOUN/VERB/VERB,"En 2012, Rupert Murdoch annonce que News Corporation serait divisé en deux sociétés d'édition et de médias distinctes; une pour l'actualité News Corp, et la 21st Century Fox, pour exploiter la Fox Entertainment Group et la 20th Century Fox.",21916,http://www.wikidata.org/prop/direct/P169
19495,19496,My Little Princess,Eva Ionesco,organisation,personne,punct,"""",PUNCT,"Huppert n'hésite pas à prendre des risques en tournant de plus en plus dans des premiers ou seconds films: ""Ma mère"" de Christophe Honoré , ""Les Sœurs fâchées"" d'Alexandra Leclère , ""Nue Propriété"" de Joachim Lafosse , ""Home"" d'Ursula Meier , ""My Little Princess"" d'Eva Ionesco , ""Souvenir"" de Bavo Defurne ; ou en participant à des productions à très petit budget, telles que ""Médée Miracle"" de Tonino De Bernardi ou ""In Another Country"" de Hong Sang-soo.",24512,http://www.wikidata.org/prop/direct/P800
21403,21401,ICE3,Louis Becker,organisation,personne,nmod/det/ROOT,Nuit d'ivresse/Un Indien dans la ville/créer,PROPN/DET/VERB,"Thierry Lhermitte crée une société de multimédia, France Cinéma Multimedia et, avec Louis Becker, les sociétés de production de cinéma ICE et ICE3 "">Nuit d'ivresse"", ""Un Indien dans la ville"").",27149,http://www.wikidata.org/prop/direct/P112
26905,26906,université d'Harvard,Josiah Royce,organisation,personne,conj/dobj,influence/pensée,NOUN/NOUN,"À l'université d'Harvard, il influence la pensée de deux autres grands philosophes du moment: Josiah Royce et George Santayana Le pragmatisme durant la période de domination de l'empirisme logique.",34196,http://www.wikidata.org/prop/direct/P108
27700,27701,Première Guerre mondiale,Winston Churchill,organisation,personne,nmod/ROOT,cour/développer,NOUN/VERB,"Déjà développée au cours de la Première Guerre mondiale par Winston Churchill, qui en restera un fervent défenseur tout au long de sa carrière politique, elle avait donné lieu au débarquement des Dardanelles en 1915 face à la Turquie.",35044,http://www.wikidata.org/prop/direct/P607
31806,31807,TF1,Carole Rousseau,organisation,personne,nmod/acl:relcl,chaîne/faire,NOUN/VERB,"Il est retransmis en France par la chaîne privée TF1, qui fait appel à Carole Rousseau et Roger Zabel pour animer la cérémonie.",39823,http://www.wikidata.org/prop/direct/P108
31806,31808,TF1,Roger Zabel,organisation,personne,nmod/acl:relcl,chaîne/faire,NOUN/VERB,"Il est retransmis en France par la chaîne privée TF1, qui fait appel à Carole Rousseau et Roger Zabel pour animer la cérémonie.",39825,http://www.wikidata.org/prop/direct/P108
38748,38750,UMP,Christian Estrosi,organisation,personne,nmod/punct,"Nice/,",PROPN/PUNCT,"En février 2014, alors qu'il se dit très à gauche et opposé à la politique sociale-libérale de François Hollande, il soutient la candidature à sa réélection du maire UMP sortant de Nice, Christian Estrosi, considérant que ce dernier est le meilleur rempart contre le Front national à l'échelle locale.",48416,http://www.wikidata.org/prop/direct/P102
41972,41973,Ligue nationale de hockey,Mario Lemieux,organisation,personne,nmod,ami,NOUN,"Inspiré par le retour réussi en Ligue nationale de hockey  de son ami Mario Lemieux l'hiver précédent après des problèmes de santé, Jordan passe une grande partie du printemps et de l'été 2001 à s'entraîner, organisant plusieurs sessions de travail avec des joueurs de la NBA à Chicago.",52803,http://www.wikidata.org/prop/direct/P118
63389,63386,LFN,Nord-Pas-de-Calais,organisation,region,acl/nmod/parataxis/ccomp/ROOT/nmod,conduire/liste/suivre/arriver/voir/élection,VERB/NOUN/VERB/VERB/VERB/NOUN,"À l'élection régionale de 2010 en Nord-Pas-de-Calais, le premier tour a vu arriver en tête la liste conduite par Valérie Létard  avec 53,67 % soit, suivie de la liste conduite par Marine Le Pen "">LFN) avec 15,06 % soit, puis la liste conduite par Daniel Percheron "">LSOC) avec 11,53 % soit, aucun autre candidat ne dépassant le seuil des 10 %.",79839,
83040,83039,Parti de gauche,Pays de la Loire,organisation,region,punct/case/conj/nmod/nmod,"""/d/liste/union/Front de gauche",PUNCT/ADP/NOUN/NOUN/NOUN,"Le NPA a présenté des listes d'union avec le Front de gauche en Languedoc-Roussillon, Limousin et Pays de la Loire, trois listes d'union avec le Parti de gauche et d'autres formations plus petites en Bourgogne, Champagne-Ardenne et Basse-Normandie et des listes autonomes dans toutes les autres régions dans lesquelles il était présent.",104171,
83040,83042,Parti de gauche,Champagne-Ardenne,organisation,region,punct/cc/case,"""/et/d",PUNCT/CONJ/ADP,"Le NPA a présenté des listes d'union avec le Front de gauche en Languedoc-Roussillon, Limousin et Pays de la Loire, trois listes d'union avec le Parti de gauche et d'autres formations plus petites en Bourgogne, Champagne-Ardenne et Basse-Normandie et des listes autonomes dans toutes les autres régions dans lesquelles il était présent.",104177,
83040,83038,Parti de gauche,Limousin,organisation,region,punct/case/conj/nmod/nmod,"""/d/liste/union/Front de gauche",PUNCT/ADP/NOUN/NOUN/NOUN,"Le NPA a présenté des listes d'union avec le Front de gauche en Languedoc-Roussillon, Limousin et Pays de la Loire, trois listes d'union avec le Parti de gauche et d'autres formations plus petites en Bourgogne, Champagne-Ardenne et Basse-Normandie et des listes autonomes dans toutes les autres régions dans lesquelles il était présent.",104179,
83040,83043,Parti de gauche,Basse-Normandie,organisation,region,punct/cc/case,"""/et/d",PUNCT/CONJ/ADP,"Le NPA a présenté des listes d'union avec le Front de gauche en Languedoc-Roussillon, Limousin et Pays de la Loire, trois listes d'union avec le Parti de gauche et d'autres formations plus petites en Bourgogne, Champagne-Ardenne et Basse-Normandie et des listes autonomes dans toutes les autres régions dans lesquelles il était présent.",104183,
83040,83037,Parti de gauche,Languedoc-Roussillon,organisation,region,punct/case/conj/nmod/nmod,"""/d/liste/union/Front de gauche",PUNCT/ADP/NOUN/NOUN/NOUN,"Le NPA a présenté des listes d'union avec le Front de gauche en Languedoc-Roussillon, Limousin et Pays de la Loire, trois listes d'union avec le Parti de gauche et d'autres formations plus petites en Bourgogne, Champagne-Ardenne et Basse-Normandie et des listes autonomes dans toutes les autres régions dans lesquelles il était présent.",104186,
83035,83038,NPA,Limousin,organisation,region,ROOT/dobj/nmod/nmod,présenter/liste/union/Front de gauche,VERB/NOUN/NOUN/NOUN,"Le NPA a présenté des listes d'union avec le Front de gauche en Languedoc-Roussillon, Limousin et Pays de la Loire, trois listes d'union avec le Parti de gauche et d'autres formations plus petites en Bourgogne, Champagne-Ardenne et Basse-Normandie et des listes autonomes dans toutes les autres régions dans lesquelles il était présent.",104188,
83045,83046,NPA,Champagne-Ardenne,organisation,region,aux,avoir,AUX,"Le Ministère de l'intérieur établit un score national global de voix pour les listes d'extrême-gauche, soit 3,40 % des suffrages exprimés, ce résultat ne prenant pas en compte les listes auxquelles a participé le NPA en Champagne-Ardenne, Languedoc-Roussillon, Limousin et Pays de la Loire.",104192,
9624,9625,Inexia,Setec,organisation,societe,amod/cc,assuré/et,ADJ/CONJ,La maîtrise d'œuvre est assurée par Arcadis et Inexia pour le tronçon G et par le groupe Setec  pour le tronçon H.,12072,
23356,23357,Daesh,Al-Qaïda,organisation,societe,appos,groupe,NOUN,"Aux termes d'un rapport de l'Institute for Economics and Peace  publié en 2014, les groupes Daesh, Al-Qaïda, Boko Haram et les Talibans, défendent tous « des idéologies religieuses basées sur des interprétations extrémistes du wahhabisme ».",29818,
29695,29694,Columbia Records,Columbia Phonograph Company,organisation,societe,nmod/appos,label/mère,NOUN/NOUN,"La société a besoin d'investisseurs et dès avril 1927 la Columbia Phonograph Company, maison mère du label Columbia Records, sauve le réseau en apportant des fonds mais en contrepartie il est renommé ""Columbia Phonographic Broadcasting System"".",37214,
29925,29926,CBS,Orson Welles,organisation,societe,ROOT/dobj/nmod/advcl,découvrir/marque/infamie/commencer,VERB/NOUN/NOUN/VERB,"Le 30 octobre 1938, CBS découvre une marque d'infamie quand Orson Welles dans l'émission ""Mercury Theatre on the Air"" commence l'adaptation radiophonique du roman ""La Guerre des mondes"" d'H.",37556,
30020,30022,FCC,NBC Blue,organisation,societe,ROOT/amod,imposer/American Broadcasting Company,VERB/ADJ,"D'un autre côté, en 1941, la FCC impose à NBC de se séparer l'un de ses deux réseaux, ce sera NBC Blue, qui devient en 1943 American Broadcasting Company.",37686,
33717,33718,TF1,La Cinq,organisation,societe,appos/ROOT,privatisation/Jacques Chirac,NOUN/PROPN,"Jacques Chirac, devenu Premier ministre, et demande à son ministre de la Communication, François Léotard, de mettre en œuvre la politique audiovisuelle du gouvernement: privatisation de TF1  et annulation des concessions des deux nouvelles chaînes privées, La Cinq et TV6, trop rapidement attribuées sur pression de l'Élysée sans réel appel d'offres.",42186,
33828,33827,CSA,La Cinq,organisation,societe,ROOT,refuser,VERB,"Dans le même temps, l'un des principaux slogans de la chaîne, ""La Cinq, tous les soirs un film"", est refusé par le CSA car les films diffusés les mercredi, vendredi et samedi sont, en raison de la législation, des téléfilms.",42346,
33905,33906,CSA,La Cinq,organisation,societe,acl,dépasser,VERB,"Le 24 novembre 1989, la chaîne est mise en demeure par le CSA, La Cinq ayant dépassé le plafond de 104 diffusions d'œuvres cinématographiques entre 20h30 et 22h30 pour l'année 1989.",42448,
39835,39836,ZAC,EDF,organisation,societe,ROOT/dobj/det,comprendre/cité/le,VERB/NOUN/DET,"Elle comprend  le Square Paul-Algis, les Pêcheurs et la ZAC des Pêcheurs, la cité EDF, le bois de Vaires , le parc de l'Aulnay , le Centre-Ville, République, et le Canal.",49964,
41439,41438,NBA,BBC,organisation,societe,amod,grand,ADJ,"Selon la BBC et la NBA, « Michael Jordan est le plus grand joueur de basket-ball de tous les temps ».",52088,
41845,41844,NBA,échelle de Nielsen,organisation,societe,nmod,match,NOUN,"Signe de l'engouement, ce match a la plus haute cote sur l'échelle de Nielsen pour un match de saison régulière de NBA depuis 1975 et attire près de 35 millions de téléspectateurs.",52645,
53668,53666,Twitter,RATP,organisation,societe,nmod/nmod,compte/application,NOUN/NOUN,L'information voyageurs est complété par les alertes  de l'application RATP pour téléphones mobiles et un compte Twitter suivi en 2018 par.,67088,
57439,57440,RMC,MFM,organisation,societe,conj,BFM,PROPN,"Todaé propose d'ailleurs de nombreux avantages, comme l'ajout des radios nationales en streaming "">FIP, Le Mouv', BFM, RMC, MFM.",72094,
74008,74007,WRC,Citroën,organisation,societe,dobj/advcl/conj,volant/trouver/issu,NOUN/VERB/ADJ,"Fin 2003, à l'issue d'une campagne mondiale décevante avec Citroën, ne trouvant plus de volant à temps complet en WRC, il se reconvertit dans les rallyes-raids et signe plusieurs victoires d'étape sur le Rallye Dakar en 2004 et 2005.",93135,
74008,74010,WRC,Rallye Dakar,organisation,societe,dobj/advcl/dobj/dobj/case/punct,"volant/trouver/signer/victoire/d/""",NOUN/VERB/VERB/NOUN/ADP/PUNCT,"Fin 2003, à l'issue d'une campagne mondiale décevante avec Citroën, ne trouvant plus de volant à temps complet en WRC, il se reconvertit dans les rallyes-raids et signe plusieurs victoires d'étape sur le Rallye Dakar en 2004 et 2005.",93139,
82669,82670,Staten Island Railway,Staten Island,organisation,societe,acl/nmod/acl:relcl,constituer/ligne/traverser,VERB/NOUN/VERB,"L'île est desservie par un réseau de transport métropolitain d'un type proche de celui du métro de New York baptisé ""Staten Island Railway"" constituée d'une seule ligne  qui traverse Staten Island du nord au sud.",103712,
86544,86542,SOFIA,Hotchkiss,organisation,societe,det/nmod/ROOT/nmod,le/responsabilité/associer/constructeur,DET/NOUN/VERB/NOUN,"En 1946, la société Willys s'associe avec le constructeur français Hotchkiss pour la vente et la diffusion de jeeps en France sous la responsabilité de la SOFIA .",108123,
17522,17523,News Corp,21st Century Fox,organisation,societe,amod/cc,distinct/et,ADJ/CONJ,"En 2012, Rupert Murdoch annonce que News Corporation serait divisé en deux sociétés d'édition et de médias distinctes; une pour l'actualité News Corp, et la 21st Century Fox, pour exploiter la Fox Entertainment Group et la 20th Century Fox.",21909,http://www.wikidata.org/prop/direct/P155
33783,33784,RTL,les Grosses Têtes,organisation,societe,nmod,Philippe Bouvard,PROPN,"Elle s'assure également les services de Philippe Bouvard "">RTL, ""les Grosses Têtes"", collaborateur de longue date du groupe Hersant) et de Michel Robbe .",42280,http://www.wikidata.org/prop/direct/P449
7772,7773,Front national,Alexis Carrel,partipolitique,personne,acl,représenter,VERB,"» À la séance du du Conseil municipal de Lyon, Bruno Gollnisch, professeur à l'université Lyon-III, représentant le Front national, déclare: « Après Alexis Carrel [.",9377,
7772,7770,Front national,Bruno Gollnisch,partipolitique,personne,acl/ROOT/nmod,représenter/Alexis Carrel/séance,VERB/PROPN/NOUN,"» À la séance du du Conseil municipal de Lyon, Bruno Gollnisch, professeur à l'université Lyon-III, représentant le Front national, déclare: « Après Alexis Carrel [.",9383,
35887,35885,PCF,Jean-Marc Loubier,partipolitique,personne,appos/nsubj/ROOT,membre/Michel Simon/avant-guerre,NOUN/PROPN/NOUN,"D'après Jean-Marc Loubier, Michel Simon, membre du PCF, aurait été, avant-guerre, un agent des services secrets soviétiques.",44970,
1553,1551,États-Unis,Horace Rowan Gaither,pays,personne,nmod/nmod/punct/nmod,"développement/fondation Ford/,/influence",NOUN/NOUN/PUNCT/NOUN,"L'influence de Horace Rowan Gaither, à travers la fondation Ford, sur le développement des études et écoles de commerce et de management aux États-Unis, est non négligeable.",1841,
3471,3470,Chine,Yangzi Jiang,pays,personne,nmod/dobj/advcl/acl/dobj/nmod,nord/eau/fournir/détourner/proportion/débit,NOUN/NOUN/VERB/VERB/NOUN/NOUN,"Le projet de transfert d'eaux nord-sud  a pour objectif de détourner une proportion du débit du Yangzi Jiang pour fournir de l'eau au nord de la Chine, une région fortement industrialisée et aride.",3992,
5672,5670,Italie,Ravenne,pays,personne,acl/nmod/acl:relcl/det,naître/568/siège/le,VERB/NUM/NOUN/DET,"C'est pour contrer le danger né de l'invasion des Lombards en Italie à partir de 568, que Ravenne devint le siège de l'exarchat byzantin d'Italie, par décision de l'empereur Maurice .",6488,
6938,6941,Italie,Claude Dauphin,pays,personne,nmod/nmod/nmod,Brunico/crise cardiaque/bras,PROPN/NOUN/NOUN,"La réalité rejoindra la fiction quelques semaines après le tournage: Pierre Brasseur meurt le à Brunico en Italie, d'une crise cardiaque, à la suite d'une crise d'emphysème, pratiquement dans les bras de Claude Dauphin, son partenaire du film avec qui il était en train de tourner ""La Plus Belle Soirée de ma vie"".",8056,
7906,7903,Inde,Benazir Bhutto,pays,personne,punct/det/case/nsubj/ROOT/name/appos,environ/le/dans/caste/Bhimrao Ramji Ambedkar/Bahujan Samaj Party/bhutto,PUNCT/DET/ADP/NOUN/PROPN/PROPN/PROPN,"Bhimrao Ramji Ambedkar ~ Arthashâstra ~ Ashtapradhan ~ Bahujan Samaj Party ~ Bhutto ~ Benazir Bhutto ~ Bharatiya Janata Party ~ Zulfikar Alî Bhutto ~ Les castes dans la politique indienne ~ conflits inter-communautaires en Inde ~ Dacoït ~ Darbâr ~ Élections générales en Inde, 2004 ~ Indira Gandhi ~ Mohandas Gandhi ~ Sonia Gandhi ~ Indian National Congress ~ Iqbal Mashi ~ Janata Dal ~ Ligue musulmane ~ Lok Sabha ~ LTTE ~ massacre d'Amritsar ~ massacre du Temple d'Or ~ Pervez Musharraf ~ Naxalite ~ Parlement de l'Inde ~ Parti du Congrès ~ Partition des Indes ~ Sardar Vallabhbhai Patel ~ Peshwâ ~ Phûlan Devî ~ Politique de l'Inde ~ Premiers ministres du Bangladesh ~ Premiers ministres de l'Inde ~ Présidents du Bangladesh ~ Président de l'Inde ~ Quit India ~ Rajya Sabha ~ Rois et dirigeants de Ceylan ~ Samajwadi Party ~ Scandale Bofors ~ Shiv Sena ~ Manmohan Singh ~ Atal Behari Vajpayee ~ Vice-roi des Indes ~ Violences au Gujarat en 2002 Divers.",9758,
9040,9041,jardin du Luxembourg,Yves Simon,pays,personne,nmod/advcl,place Saint-Sulpice/témoigner,NOUN/VERB,"Il se promène dans les rues de son quartier de prédilection, au ""Flore"", chez ""Lipp"", sur la place Saint-Sulpice, au jardin du Luxembourg, comme en témoigne Yves Simon.",11280,
11760,11762,Hongrie,Arnaud de Cervole,pays,personne,aux/nmod/det/nmod,être/conduite/le/Archiprêtre,AUX/NOUN/DET/NOUN,"L'empereur et Philippe le Hardi proposaient au pape que les Grandes Compagnies, qui s'étaient installées dans la vallée du Rhône et menaçaient Avignon, soient dirigées vers la Hongrie, sous la conduite de l'Archiprêtre Arnaud de Cervole, pour soutenir la lutte de contre l'envahisseur turc.",14773,
15378,15377,États-Unis,Diana Ross,pays,personne,mark/punct/advcl/aux/nsubj,"en/""/s/être/joliesse",ADP/PUNCT/X/AUX/NOUN,"Ce titre, d'une joliesse sexy et innocente propre à Diana Ross de cette époque, est resté là-bas une des chansons emblématiques de la chanteuse, alors qu'on s'en souvient peu aux États-Unis.",19275,
16634,16633,États-Unis,Hex Hector,pays,personne,advcl/nsubj,sortir/remix,VERB/NOUN,"Ceci est confirmé en 1997, à l'occasion de la sortie du film ""In or Out"", quand un remix de Hex Hector sortira aux États-Unis en 12 po.",20846,
17895,17893,États-Unis,Clarence Streit,pays,personne,punct/det/nmod/appos,"""/un/union/partisan",PUNCT/DET/NOUN/NOUN,"De 1947 à 1963, il est membre du Mouvement pour l'union atlantique de l'Américain Clarence Streit, partisan d'une union fédérale démocratique entre l'Europe et les États-Unis, signataire de ses appels internationaux de 1954 et 1962, et secrétaire du comité français de ce mouvement présidé par Firmin Roz, de l'Institut, puis par le général et député Pierre Billotte, de 1951 à 1962.",22388,
18163,18162,Espagne,Bilbao,pays,personne,acl/ROOT,peupler/ville,VERB/NOUN,"En 1970, Bilbao était la sixième ville la plus peuplée d'Espagne, avec quelque, et la troisième plus grande aire métropolitaine.",22722,
18579,18578,Japon,Guo Moruo,pays,personne,ROOT,rendre,VERB,"Ensuite, Guo Moruo se rend au Japon en 1914 pour se consacrer à des études de médecine et obtient un diplôme de l'Université impériale de Kyūshū en 1923.",23169,
19323,19321,Suisse,Pascal Lainé,pays,personne,nmod/nmod,adaptation/roman,NOUN/NOUN,"Sa carrière prend véritablement son envol avec l'adaptation du roman de Pascal Lainé ""La Dentellière"" par le Suisse Claude Goretta, succès public qui lui vaut plusieurs distinctions internationales .",24201,
19377,19379,Australie,Curtis Hanson,pays,personne,punct/compound/punct,"""/Faux témoin/""",PUNCT/NOUN/PUNCT,"Elle part alors à l'étranger et tourne ""Cactus"" de Paul Cox en Australie et ""Faux témoin"" de Curtis Hanson aux États-Unis.",24295,
22228,22229,Malaisie,Nico Rosberg,pays,personne,conj:mais/ROOT,neuvième/abandonner,NUM/VERB,"Schumacher abandonne lors du grand prix inaugural en Australie à cause d'un problème de suspension mais termine neuvième en Malaisie et devançant pour la première fois Nico Rosberg au championnat, qui reprend l'avantage en Chine où Schumacher se classe huitième.",28217,
22853,22852,Arabie saoudite,Mohammed Ibn Saoud,pays,personne,acl/ROOT/nsubj/appos/acl,fonder/commencer/Abdelaziz ben Abderrahmane ben Fayçal Al Saoud/génération/descendre,VERB/VERB/PROPN/NOUN/VERB,"En 1901, Abdelaziz ben Abderrahmane ben Fayçal Al Saoud, cinquième génération de descendant de Mohammed Ibn Saoud, a commencé une campagne militaire pour fonder l'actuelle Arabie saoudite.",28992,
23701,23703,Italie,Leonor Fini,pays,personne,conj:et,partir,VERB,"Il achète son premier Leica à Marseille en 1932, il décide de se consacrer à la photographie et part en Italie avec André Pieyre de Mandiargues et Leonor Fini.",30295,
26258,26260,Suisse,Wilhelm Gustloff,pays,personne,punct/appos/appos/acl/nmod,",/nazisme/s/incarner/personne",PUNCT/NOUN/X/VERB/NOUN,"En Suisse, le nazisme s'incarne en la personne de Wilhelm Gustloff , ""Landesgruppenleiter""  dans le cadre de la ""NSDAP-Auslandsorganisation"" , Allemand installé à Davos  depuis 1917, qui, entre autres, a réédité les ""Protocoles des Sages de Sion"".",33320,
26351,26352,États-Unis,Claudine Beccarie,pays,personne,parataxis,citer,VERB,"Depuis les années 1970, la promotion du cinéma X joue beaucoup sur la mise en vedette de certaines actrices: dans les premières années du cinéma pornographique non clandestin, on peut citer Linda Lovelace aux États-Unis ou Claudine Beccarie en France.",33417,
26551,26548,États-Unis,Sebastian Barrio,pays,personne,advcl/ROOT,poursuivre/démarquer,VERB/VERB,"Du côté des hommes, Sebastian Barrio se démarque tandis que Manuel Ferrara, devenu une vedette au cours des années 2000, poursuit sa carrière aux États-Unis.",33774,
26869,26871,cour Suprême des États-Unis,Chauncey Wright,pays,personne,amod,futur,ADJ,"Parmi les membres les plus connus, on trouve deux des grands fondateurs du pragmatisme Charles Sanders Peirce  et William James , un juriste et futur membre influent de la cour Suprême des États-Unis Oliver Wendell Holmes mais également Chauncey Wright , John Fiske , Francis Ellingwood Abbot, Joseph Bangs Warner et Nicolas St.",34142,
31583,31582,Allemagne,Valéry Giscard d'Estaing,pays,personne,punct,",",PUNCT,"Après l'échec du serpent, le président de la République française, Valéry Giscard d'Estaing, et le chancelier de la République fédérale d'Allemagne, Helmut Schmidt, sont à l'origine du Système monétaire européen, qui entre en vigueur le 13 mars 1979 et qu'intègre le franc.",39480,
31675,31674,Brésil,Didier Deschamps,pays,personne,mark/advcl/acl/nsubj,en/battre/remporter/emmener,ADP/VERB/VERB/VERB,"L'équipe hôte entraînée par Aimé Jacquet et emmenée par Didier Deschamps remporte son premier titre planétaire en battant le Brésil en finale 3 buts à 0, le 12 juillet 1998 au stade de France.",39613,
31692,31694,Croatie,Lilian Thuram,pays,personne,case/nmod/nmod/nmod/acl:relcl/dobj,à/bout/venir/terme/éliminer/défenseur,ADP/NOUN/VERB/NOUN/VERB/NOUN,"Le parcours de l'équipe de France, vers le titre à domicile n'est pas des plus aisés: les ""Bleus"", premiers de leur groupe du premier tour avec trois victoires, battent le Paraguay 1-0 en huitièmes de finale sur un but en or marqué en prolongations par Laurent Blanc, ils éliminent ensuite l'Italie aux tirs au but 4-3 au terme d'un match au score vierge, puis viennent à bout de la Croatie en demi-finale grâce au plus improbable des buteurs: le défenseur Lilian Thuram qui marque à deux reprises pour la seule fois de sa longue carrière internationale et envoie son équipe en finale .",39639,
34106,34104,Belgique,Lyonnaise Câble,pays,personne,ROOT/nmod,diffuser/réseau,VERB/NOUN,"La Cinq a également été diffusée sur le câble en France sur les réseaux de France Telecom Câble, Lyonnaise Câble et CGV, mais aussi en Belgique de juillet 1990 à septembre 1991, quand elle fut contrainte de disparaître à la suite de la question des droits d'auteur non réglés et, surtout, aux fréquentes attaques de RTL TVI qui reprochait à La Cinq ne pas respecter les accords de priorités de diffusion, favorables aux chaînes belges.",42720,
34277,34279,Hongrie,Frédéric II,pays,personne,conj/nmod,reine/archiduchesse,NOUN/NOUN,"Si la toute jeune Marie-Thérèse de Habsbourg obtient bien d'être confirmée sur le trône de Vienne, avec le titre d'archiduchesse d'Autriche, de reine de Hongrie et de Bohême , en revanche Frédéric II réussit son coup de main sur la Silésie.",42902,
34276,34279,Autriche,Frédéric II,pays,personne,nmod,archiduchesse,NOUN,"Si la toute jeune Marie-Thérèse de Habsbourg obtient bien d'être confirmée sur le trône de Vienne, avec le titre d'archiduchesse d'Autriche, de reine de Hongrie et de Bohême , en revanche Frédéric II réussit son coup de main sur la Silésie.",42907,
